bitrate,channels,id,mode,recordId,size,url
"182kbps","Stereo","919","VBR","973","104331392","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-09-27-01-Roman_Afanasev-Animaciya.mp3"
"182kbps","Stereo","14287","VBR","973","104331392","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-09-27-01-Roman_Afanasev-Animaciya.mp3"
"152kbps","Joint stereo","14290","VBR","974","124608640","http://mds.mds-club.ru/kallisto/2005-09-30-01-Genry_Layon_Oldi-Cena_deneg.mp3"
"152kbps","Joint stereo","922","VBR","974","124608640","http://mds.kallisto.ru/kallisto/2005-09-30-01-Genry_Layon_Oldi-Cena_deneg.mp3"
"152kbps","Joint stereo","12040","VBR","974","124608640","http://mds.datagrad.ru/download/kallisto/2005-09-30-01-Genry_Layon_Oldi-Cena_deneg.mp3"
"152kbps","Joint stereo","921","VBR","974","124608640","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-09-30-01-Genry_Layon_Oldi-Cena_deneg.mp3"
"152kbps","Joint stereo","14289","VBR","974","124608640","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-09-30-01-Genry_Layon_Oldi-Cena_deneg.mp3"
"157kbps","Joint stereo","14292","VBR","975","99110815","http://mds.mds-club.ru/kallisto/2005-10-04-01-part_1-Verner_Vindj-Boltunya.mp3"
"157kbps","Joint stereo","924","VBR","975","99110815","http://mds.kallisto.ru/kallisto/2005-10-04-01-part_1-Verner_Vindj-Boltunya.mp3"
"157kbps","Joint stereo","12041","VBR","975","99110815","http://mds.datagrad.ru/download/kallisto/2005-10-04-01-part_1-Verner_Vindj-Boltunya.mp3"
"157kbps","Joint stereo","923","VBR","975","99110815","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-10-04-01-part_1-Verner_Vindj-Boltunya.mp3"
"157kbps","Joint stereo","14291","VBR","975","99110815","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-10-04-01-part_1-Verner_Vindj-Boltunya.mp3"
"155kbps","Joint stereo","14294","VBR","976","106036157","http://mds.mds-club.ru/kallisto/2005-10-07-01-part_2-Verner_Vindj-Boltunya.mp3"
"155kbps","Joint stereo","926","VBR","976","106036157","http://mds.kallisto.ru/kallisto/2005-10-07-01-part_2-Verner_Vindj-Boltunya.mp3"
"155kbps","Joint stereo","12042","VBR","976","106036157","http://mds.datagrad.ru/download/kallisto/2005-10-07-01-part_2-Verner_Vindj-Boltunya.mp3"
"155kbps","Joint stereo","925","VBR","976","106036157","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-10-07-01-part_2-Verner_Vindj-Boltunya.mp3"
"155kbps","Joint stereo","14293","VBR","976","106036157","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-10-07-01-part_2-Verner_Vindj-Boltunya.mp3"
"154kbps","Joint stereo","14296","VBR","977","95591809","http://mds.mds-club.ru/kallisto/2005-10-11-1-Robert_Shekli-Nositel_Infekcii.mp3"
"154kbps","Joint stereo","928","VBR","977","95591809","http://mds.kallisto.ru/kallisto/2005-10-11-1-Robert_Shekli-Nositel_Infekcii.mp3"
"154kbps","Joint stereo","12043","VBR","977","95591809","http://mds.datagrad.ru/download/kallisto/2005-10-11-1-Robert_Shekli-Nositel_Infekcii.mp3"
"154kbps","Joint stereo","927","VBR","977","95591809","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-10-11-1-Robert_Shekli-Nositel_Infekcii.mp3"
"154kbps","Joint stereo","14295","VBR","977","95591809","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-10-11-1-Robert_Shekli-Nositel_Infekcii.mp3"
"193kbps","Joint stereo","14298","VBR","978","128844152","http://mds.mds-club.ru/kallisto/2005-10-14-1-Alan_Din_Foster-Serenada.mp3"
"193kbps","Joint stereo","929","VBR","978","128844152","http://mds.kallisto.ru/kallisto/2005-10-14-1-Alan_Din_Foster-Serenada.mp3"
"193kbps","Joint stereo","12044","VBR","978","128844152","http://mds.datagrad.ru/download/kallisto/2005-10-14-1-Alan_Din_Foster-Serenada.mp3"
"193kbps","Joint stereo","930","VBR","978","128844152","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-10-14-1-Alan_Din_Foster-Serenada.mp3"
"193kbps","Joint stereo","14297","VBR","978","128844152","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-10-14-1-Alan_Din_Foster-Serenada.mp3"
"190kbps","Joint stereo","14300","VBR","979","58779575","http://mds.mds-club.ru/kallisto/2005-10-18-1-Mihail_Kliken-Posledniy_soldat_posledney_voyni.mp3"
"190kbps","Joint stereo","932","VBR","979","58779575","http://mds.kallisto.ru/kallisto/2005-10-18-1-Mihail_Kliken-Posledniy_soldat_posledney_voyni.mp3"
"190kbps","Joint stereo","12045","VBR","979","58779575","http://mds.datagrad.ru/download/kallisto/2005-10-18-1-Mihail_Kliken-Posledniy_soldat_posledney_voyni.mp3"
"190kbps","Joint stereo","931","VBR","979","58779575","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-10-18-1-Mihail_Kliken-Posledniy_soldat_posledney_voyni.mp3"
"190kbps","Joint stereo","14299","VBR","979","58779575","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-10-18-1-Mihail_Kliken-Posledniy_soldat_posledney_voyni.mp3"
"192kbps","Joint stereo","14302","VBR","980","20494552","http://mds.mds-club.ru/kallisto/2005-10-18-2-Vitaliy_Romanov-A_presto_caro_mio.mp3"
"192kbps","Joint stereo","934","VBR","980","20494552","http://mds.kallisto.ru/kallisto/2005-10-18-2-Vitaliy_Romanov-A_presto_caro_mio.mp3"
"192kbps","Joint stereo","12046","VBR","980","20494552","http://mds.datagrad.ru/download/kallisto/2005-10-18-2-Vitaliy_Romanov-A_presto_caro_mio.mp3"
"192kbps","Joint stereo","933","VBR","980","20494552","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-10-18-2-Vitaliy_Romanov-A_presto_caro_mio.mp3"
"192kbps","Joint stereo","14301","VBR","980","20494552","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-10-18-2-Vitaliy_Romanov-A_presto_caro_mio.mp3"
"189kbps","Joint stereo","14304","VBR","981","35863063","http://mds.mds-club.ru/kallisto/2005-10-18-3-Sergey_Chekmaev-Kogda_ischezli_derevya.mp3"
"189kbps","Joint stereo","936","VBR","981","35863063","http://mds.kallisto.ru/kallisto/2005-10-18-3-Sergey_Chekmaev-Kogda_ischezli_derevya.mp3"
"189kbps","Joint stereo","12047","VBR","981","35863063","http://mds.datagrad.ru/download/kallisto/2005-10-18-3-Sergey_Chekmaev-Kogda_ischezli_derevya.mp3"
"189kbps","Joint stereo","935","VBR","981","35863063","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-10-18-3-Sergey_Chekmaev-Kogda_ischezli_derevya.mp3"
"189kbps","Joint stereo","14303","VBR","981","35863063","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-10-18-3-Sergey_Chekmaev-Kogda_ischezli_derevya.mp3"
"198kbps","Joint stereo","14306","VBR","982","54967615","http://mds.mds-club.ru/kallisto/2005-10-21-1-Uiljam_Tenn-Arendatori.mp3"
"198kbps","Joint stereo","938","VBR","982","54967615","http://mds.kallisto.ru/kallisto/2005-10-21-1-Uiljam_Tenn-Arendatori.mp3"
"198kbps","Joint stereo","12048","VBR","982","54967615","http://mds.datagrad.ru/download/kallisto/2005-10-21-1-Uiljam_Tenn-Arendatori.mp3"
"198kbps","Joint stereo","937","VBR","982","54967615","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-10-21-1-Uiljam_Tenn-Arendatori.mp3"
"198kbps","Joint stereo","14305","VBR","982","54967615","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-10-21-1-Uiljam_Tenn-Arendatori.mp3"
"197kbps","Joint stereo","14308","VBR","983","24778321","http://mds.mds-club.ru/kallisto/2005-10-21-2-Uiljam_Tenn-Project_Tcc.mp3"
"197kbps","Joint stereo","940","VBR","983","24778321","http://mds.kallisto.ru/kallisto/2005-10-21-2-Uiljam_Tenn-Project_Tcc.mp3"
"197kbps","Joint stereo","12049","VBR","983","24778321","http://mds.datagrad.ru/download/kallisto/2005-10-21-2-Uiljam_Tenn-Project_Tcc.mp3"
"197kbps","Joint stereo","939","VBR","983","24778321","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-10-21-2-Uiljam_Tenn-Project_Tcc.mp3"
"197kbps","Joint stereo","14307","VBR","983","24778321","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-10-21-2-Uiljam_Tenn-Project_Tcc.mp3"
"167kbps","Joint stereo","14310","VBR","984","32546810","http://mds.mds-club.ru/kallisto/2005-10-21-3-Uiljam_Tenn-Nulevoy_potencial.mp3"
"167kbps","Joint stereo","942","VBR","984","32546810","http://mds.kallisto.ru/kallisto/2005-10-21-3-Uiljam_Tenn-Nulevoy_potencial.mp3"
"167kbps","Joint stereo","14309","VBR","984","32546810","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-10-21-3-Uiljam_Tenn-Nulevoy_potencial.mp3"
"179kbps","Joint stereo","14312","VBR","985","92028800","http://mds.mds-club.ru/Orson_Skott_Kard_-_Grobnica_pesen.mp3"
"179kbps","Joint stereo","944","VBR","985","92028800","http://mds.kallisto.ru/Orson_Skott_Kard_-_Grobnica_pesen.mp3"
"179kbps","Joint stereo","12051","VBR","985","92028800","http://mds.datagrad.ru/download/Orson_Skott_Kard_-_Grobnica_pesen.mp3"
"179kbps","Joint stereo","943","VBR","985","92028800","ftp://mds:mds@mds.kallisto.ru/Orson_Skott_Kard_-_Grobnica_pesen.mp3"
"179kbps","Joint stereo","14311","VBR","985","92028800","ftp://mds:mds@ftp.mds-club.ru/Orson_Skott_Kard_-_Grobnica_pesen.mp3"
"177kbps","Joint stereo","14314","VBR","986","22402944","http://mds.mds-club.ru/Orson_Skott_Kard_-_Vospominanija_moej_golovy.mp3"
"177kbps","Joint stereo","946","VBR","986","22402944","http://mds.kallisto.ru/Orson_Skott_Kard_-_Vospominanija_moej_golovy.mp3"
"177kbps","Joint stereo","12052","VBR","986","22402944","http://mds.datagrad.ru/download/Orson_Skott_Kard_-_Vospominanija_moej_golovy.mp3"
"177kbps","Joint stereo","945","VBR","986","22402944","ftp://mds:mds@mds.kallisto.ru/Orson_Skott_Kard_-_Vospominanija_moej_golovy.mp3"
"177kbps","Joint stereo","14313","VBR","986","22402944","ftp://mds:mds@ftp.mds-club.ru/Orson_Skott_Kard_-_Vospominanija_moej_golovy.mp3"
"186kbps","Joint stereo","14316","VBR","987","38466912","http://mds.mds-club.ru/kallisto/2005-10-27-1-Nil_Geyman-Trolev_most.mp3"
"186kbps","Joint stereo","948","VBR","987","38466912","http://mds.kallisto.ru/kallisto/2005-10-27-1-Nil_Geyman-Trolev_most.mp3"
"186kbps","Joint stereo","12053","VBR","987","38466912","http://mds.datagrad.ru/download/kallisto/2005-10-27-1-Nil_Geyman-Trolev_most.mp3"
"186kbps","Joint stereo","947","VBR","987","38466912","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-10-27-1-Nil_Geyman-Trolev_most.mp3"
"186kbps","Joint stereo","14315","VBR","987","38466912","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-10-27-1-Nil_Geyman-Trolev_most.mp3"
"195kbps","Joint stereo","14318","VBR","988","2123962","http://mds.mds-club.ru/kallisto/2005-10-27-2-Nil_Geyman-Stariy_Nikolos.mp3"
"195kbps","Joint stereo","950","VBR","988","2123962","http://mds.kallisto.ru/kallisto/2005-10-27-2-Nil_Geyman-Stariy_Nikolos.mp3"
"195kbps","Joint stereo","12054","VBR","988","2123962","http://mds.datagrad.ru/download/kallisto/2005-10-27-2-Nil_Geyman-Stariy_Nikolos.mp3"
"195kbps","Joint stereo","949","VBR","988","2123962","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-10-27-2-Nil_Geyman-Stariy_Nikolos.mp3"
"195kbps","Joint stereo","14317","VBR","988","2123962","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-10-27-2-Nil_Geyman-Stariy_Nikolos.mp3"
"190kbps","Joint stereo","14320","VBR","989","30938562","http://mds.mds-club.ru/kallisto/2005-10-27-3-Nil_Geyman-Peremeni.mp3"
"190kbps","Joint stereo","952","VBR","989","30938562","http://mds.kallisto.ru/kallisto/2005-10-27-3-Nil_Geyman-Peremeni.mp3"
"190kbps","Joint stereo","12055","VBR","989","30938562","http://mds.datagrad.ru/download/kallisto/2005-10-27-3-Nil_Geyman-Peremeni.mp3"
"190kbps","Joint stereo","951","VBR","989","30938562","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-10-27-3-Nil_Geyman-Peremeni.mp3"
"190kbps","Joint stereo","14319","VBR","989","30938562","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-10-27-3-Nil_Geyman-Peremeni.mp3"
"191kbps","Joint stereo","14322","VBR","990","8226368","http://mds.mds-club.ru/kallisto/2005-10-27-4-Nil_Geyman-Ne_sprashivayte_djeka.mp3"
"191kbps","Joint stereo","954","VBR","990","8226368","http://mds.kallisto.ru/kallisto/2005-10-27-4-Nil_Geyman-Ne_sprashivayte_djeka.mp3"
"191kbps","Joint stereo","12056","VBR","990","8226368","http://mds.datagrad.ru/download/kallisto/2005-10-27-4-Nil_Geyman-Ne_sprashivayte_djeka.mp3"
"191kbps","Joint stereo","953","VBR","990","8226368","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-10-27-4-Nil_Geyman-Ne_sprashivayte_djeka.mp3"
"191kbps","Joint stereo","14321","VBR","990","8226368","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-10-27-4-Nil_Geyman-Ne_sprashivayte_djeka.mp3"
"196kbps","Joint stereo","14324","VBR","991","42196876","http://mds.mds-club.ru/kallisto/2005-10-27-4-Nil_Geyman-Ricarstvo.mp3"
"196kbps","Joint stereo","956","VBR","991","42196876","http://mds.kallisto.ru/kallisto/2005-10-27-4-Nil_Geyman-Ricarstvo.mp3"
"196kbps","Joint stereo","12057","VBR","991","42196876","http://mds.datagrad.ru/download/kallisto/2005-10-27-4-Nil_Geyman-Ricarstvo.mp3"
"196kbps","Joint stereo","955","VBR","991","42196876","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-10-27-4-Nil_Geyman-Ricarstvo.mp3"
"196kbps","Joint stereo","14323","VBR","991","42196876","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-10-27-4-Nil_Geyman-Ricarstvo.mp3"
"kbps","","15139","CBR","992","65598058","http://mds.mds-club.ru/cothuk/2005-10/466-Pol_Makouli-Budem_guljat_i_veselitsja.mp3"
"kbps","","958","CBR","992","65598058","http://mds.kallisto.ru/cothuk/2005-10/466-Pol_Makouli-Budem_guljat_i_veselitsja.mp3"
"kbps","","15140","CBR","992","65598058","http://mds.datagrad.ru/download/cothuk/2005-10/466-Pol_Makouli-Budem_guljat_i_veselitsja.mp3"
"kbps","","957","CBR","992","65598058","ftp://mds:mds@mds.kallisto.ru/cothuk/2005-10/466-Pol_Makouli-Budem_guljat_i_veselitsja.mp3"
"kbps","","15141","CBR","992","65598058","ftp://mds:mds@ftp.mds-club.ru/cothuk/2005-10/466-Pol_Makouli-Budem_guljat_i_veselitsja.mp3"
"153kbps","Joint stereo","14326","VBR","993","7509888","http://mds.mds-club.ru/Robert_Shekli_-_Cherez_pischevod_i_v_kosmos_s_mantroj_tantroj_i_krapchatymi_kolesami_2005.mp3"
"153kbps","Joint stereo","960","VBR","993","7509888","http://mds.kallisto.ru/Robert_Shekli_-_Cherez_pischevod_i_v_kosmos_s_mantroj_tantroj_i_krapchatymi_kolesami_2005.mp3"
"153kbps","Joint stereo","12058","VBR","993","7509888","http://mds.datagrad.ru/download/Robert_Shekli_-_Cherez_pischevod_i_v_kosmos_s_mantroj_tantroj_i_krapchatymi_kolesami_2005.mp3"
"153kbps","Joint stereo","959","VBR","993","7509888","ftp://mds:mds@mds.kallisto.ru/Robert_Shekli_-_Cherez_pischevod_i_v_kosmos_s_mantroj_tantroj_i_krapchatymi_kolesami_2005.mp3"
"153kbps","Joint stereo","14325","VBR","993","7509888","ftp://mds:mds@ftp.mds-club.ru/Robert_Shekli_-_Cherez_pischevod_i_v_kosmos_s_mantroj_tantroj_i_krapchatymi_kolesami_2005.mp3"
"171kbps","Joint stereo","14328","VBR","994","48707456","http://mds.mds-club.ru/Uolter_Jon_Uiljams-01_02-Flagi_na_vetru.mp3"
"171kbps","Joint stereo","962","VBR","994","48707456","http://mds.kallisto.ru/Uolter_Jon_Uiljams-01_02-Flagi_na_vetru.mp3"
"171kbps","Joint stereo","12059","VBR","994","48707456","http://mds.datagrad.ru/download/Uolter_Jon_Uiljams-01_02-Flagi_na_vetru.mp3"
"171kbps","Joint stereo","961","VBR","994","48707456","ftp://mds:mds@mds.kallisto.ru/Uolter_Jon_Uiljams-01_02-Flagi_na_vetru.mp3"
"171kbps","Joint stereo","14327","VBR","994","48707456","ftp://mds:mds@ftp.mds-club.ru/Uolter_Jon_Uiljams-01_02-Flagi_na_vetru.mp3"
"178kbps","Joint stereo","14330","VBR","995","112740224","http://mds.mds-club.ru/Uolter_Jon_Uiljams-02_02-Flagi_na_vetru.mp3"
"178kbps","Joint stereo","964","VBR","995","112740224","http://mds.kallisto.ru/Uolter_Jon_Uiljams-02_02-Flagi_na_vetru.mp3"
"178kbps","Joint stereo","12060","VBR","995","112740224","http://mds.datagrad.ru/download/Uolter_Jon_Uiljams-02_02-Flagi_na_vetru.mp3"
"178kbps","Joint stereo","963","VBR","995","112740224","ftp://mds:mds@mds.kallisto.ru/Uolter_Jon_Uiljams-02_02-Flagi_na_vetru.mp3"
"178kbps","Joint stereo","14329","VBR","995","112740224","ftp://mds:mds@ftp.mds-club.ru/Uolter_Jon_Uiljams-02_02-Flagi_na_vetru.mp3"
"165kbps","Joint stereo","14332","VBR","996","87787392","http://mds.mds-club.ru/Andrej_Ulanov-Elfijskaja_obnovka.mp3"
"165kbps","Joint stereo","966","VBR","996","87787392","http://mds.kallisto.ru/Andrej_Ulanov-Elfijskaja_obnovka.mp3"
"165kbps","Joint stereo","12061","VBR","996","87787392","http://mds.datagrad.ru/download/Andrej_Ulanov-Elfijskaja_obnovka.mp3"
"165kbps","Joint stereo","965","VBR","996","87787392","ftp://mds:mds@mds.kallisto.ru/Andrej_Ulanov-Elfijskaja_obnovka.mp3"
"165kbps","Joint stereo","14331","VBR","996","87787392","ftp://mds:mds@ftp.mds-club.ru/Andrej_Ulanov-Elfijskaja_obnovka.mp3"
"159kbps","Stereo","14334","VBR","997","9285788","http://mds.mds-club.ru/cothuk/mp3/471-Den_Shorin-Pechal_bolshogo_drakona.mp3"
"159kbps","Stereo","968","VBR","997","9285788","http://mds.kallisto.ru/cothuk/mp3/471-Den_Shorin-Pechal_bolshogo_drakona.mp3"
"159kbps","Stereo","12062","VBR","997","9285788","http://mds.datagrad.ru/download/cothuk/mp3/471-Den_Shorin-Pechal_bolshogo_drakona.mp3"
"159kbps","Stereo","967","VBR","997","9285788","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/471-Den_Shorin-Pechal_bolshogo_drakona.mp3"
"159kbps","Stereo","14333","VBR","997","9285788","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/471-Den_Shorin-Pechal_bolshogo_drakona.mp3"
"172kbps","Joint stereo","14336","VBR","998","78243840","http://mds.mds-club.ru/Julija_Ostapenko-Stigmaty.mp3"
"172kbps","Joint stereo","972","VBR","998","78243840","http://mds.kallisto.ru/Julija_Ostapenko-Stigmaty.mp3"
"172kbps","Joint stereo","12063","VBR","998","78243840","http://mds.datagrad.ru/download/Julija_Ostapenko-Stigmaty.mp3"
"172kbps","Joint stereo","971","VBR","998","78243840","ftp://mds:mds@mds.kallisto.ru/Julija_Ostapenko-Stigmaty.mp3"
"172kbps","Joint stereo","14335","VBR","998","78243840","ftp://mds:mds@ftp.mds-club.ru/Julija_Ostapenko-Stigmaty.mp3"
"177kbps","Joint stereo","14338","VBR","999","41023128","http://mds.mds-club.ru/cothuk/mp3/473-Robert_Shekli-Istorija_Zantii.mp3"
"177kbps","Joint stereo","970","VBR","999","41023128","http://mds.kallisto.ru/cothuk/mp3/473-Robert_Shekli-Istorija_Zantii.mp3"
"177kbps","Joint stereo","12064","VBR","999","41023128","http://mds.datagrad.ru/download/cothuk/mp3/473-Robert_Shekli-Istorija_Zantii.mp3"
"177kbps","Joint stereo","969","VBR","999","41023128","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/473-Robert_Shekli-Istorija_Zantii.mp3"
"177kbps","Joint stereo","14337","VBR","999","41023128","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/473-Robert_Shekli-Istorija_Zantii.mp3"
"194kbps","Joint stereo","14340","VBR","1000","124261592","http://mds.mds-club.ru/kallisto/2005-11-15-1-Den_Simans-Konec_Gravitacii.mp3"
"194kbps","Joint stereo","976","VBR","1000","124261592","http://mds.kallisto.ru/kallisto/2005-11-15-1-Den_Simans-Konec_Gravitacii.mp3"
"194kbps","Joint stereo","12065","VBR","1000","124261592","http://mds.datagrad.ru/download/kallisto/2005-11-15-1-Den_Simans-Konec_Gravitacii.mp3"
"194kbps","Joint stereo","975","VBR","1000","124261592","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-11-15-1-Den_Simans-Konec_Gravitacii.mp3"
"194kbps","Joint stereo","14339","VBR","1000","124261592","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-11-15-1-Den_Simans-Konec_Gravitacii.mp3"
"186kbps","Joint stereo","14342","VBR","1001","116688317","http://mds.mds-club.ru/kallisto/2005-11-18-1-Genry_Kattner-Etot_mir_moy.mp3"
"186kbps","Joint stereo","978","VBR","1001","116688317","http://mds.kallisto.ru/kallisto/2005-11-18-1-Genry_Kattner-Etot_mir_moy.mp3"
"186kbps","Joint stereo","12066","VBR","1001","116688317","http://mds.datagrad.ru/download/kallisto/2005-11-18-1-Genry_Kattner-Etot_mir_moy.mp3"
"186kbps","Joint stereo","977","VBR","1001","116688317","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-11-18-1-Genry_Kattner-Etot_mir_moy.mp3"
"186kbps","Joint stereo","14341","VBR","1001","116688317","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-11-18-1-Genry_Kattner-Etot_mir_moy.mp3"
"168kbps","Joint stereo","14344","VBR","1002","106536832","http://mds.mds-club.ru/Rodrigo_Garsija-i-Robertson_-_Navstrechu_Slave.mp3"
"168kbps","Joint stereo","974","VBR","1002","106536832","http://mds.kallisto.ru/Rodrigo_Garsija-i-Robertson_-_Navstrechu_Slave.mp3"
"168kbps","Joint stereo","12067","VBR","1002","106536832","http://mds.datagrad.ru/download/Rodrigo_Garsija-i-Robertson_-_Navstrechu_Slave.mp3"
"168kbps","Joint stereo","973","VBR","1002","106536832","ftp://mds:mds@mds.kallisto.ru/Rodrigo_Garsija-i-Robertson_-_Navstrechu_Slave.mp3"
"168kbps","Joint stereo","14343","VBR","1002","106536832","ftp://mds:mds@ftp.mds-club.ru/Rodrigo_Garsija-i-Robertson_-_Navstrechu_Slave.mp3"
"188kbps","Joint stereo","14346","VBR","1003","120132018","http://mds.mds-club.ru/kallisto/2005-11-25-1-Alexander_Boryansky-Odinokiy_voin.mp3"
"188kbps","Joint stereo","980","VBR","1003","120132018","http://mds.kallisto.ru/kallisto/2005-11-25-1-Alexander_Boryansky-Odinokiy_voin.mp3"
"188kbps","Joint stereo","12068","VBR","1003","120132018","http://mds.datagrad.ru/download/kallisto/2005-11-25-1-Alexander_Boryansky-Odinokiy_voin.mp3"
"188kbps","Joint stereo","979","VBR","1003","120132018","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-11-25-1-Alexander_Boryansky-Odinokiy_voin.mp3"
"188kbps","Joint stereo","14345","VBR","1003","120132018","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-11-25-1-Alexander_Boryansky-Odinokiy_voin.mp3"
"170kbps","Joint stereo","14348","VBR","1004","68465399","http://mds.mds-club.ru/cothuk/mp3/478-Orson_Skott_Kard-Propavshie_deti.mp3"
"170kbps","Joint stereo","982","VBR","1004","68465399","http://mds.kallisto.ru/cothuk/mp3/478-Orson_Skott_Kard-Propavshie_deti.mp3"
"170kbps","Joint stereo","12069","VBR","1004","68465399","http://mds.datagrad.ru/download/cothuk/mp3/478-Orson_Skott_Kard-Propavshie_deti.mp3"
"170kbps","Joint stereo","981","VBR","1004","68465399","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/478-Orson_Skott_Kard-Propavshie_deti.mp3"
"170kbps","Joint stereo","14347","VBR","1004","68465399","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/478-Orson_Skott_Kard-Propavshie_deti.mp3"
"171kbps","Joint stereo","14350","VBR","1005","37800024","http://mds.mds-club.ru/cothuk/mp3/479-Kirill_Benediktov-Kot_Edipa.mp3"
"171kbps","Joint stereo","984","VBR","1005","37800024","http://mds.kallisto.ru/cothuk/mp3/479-Kirill_Benediktov-Kot_Edipa.mp3"
"171kbps","Joint stereo","12070","VBR","1005","37800024","http://mds.datagrad.ru/download/cothuk/mp3/479-Kirill_Benediktov-Kot_Edipa.mp3"
"171kbps","Joint stereo","983","VBR","1005","37800024","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/479-Kirill_Benediktov-Kot_Edipa.mp3"
"171kbps","Joint stereo","14349","VBR","1005","37800024","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/479-Kirill_Benediktov-Kot_Edipa.mp3"
"167kbps","Joint stereo","14352","VBR","1006","112193816","http://mds.mds-club.ru/cothuk/mp3/480-Orson_Skott_Kard-Pevchaja_ptica_Mikala.mp3"
"167kbps","Joint stereo","986","VBR","1006","112193816","http://mds.kallisto.ru/cothuk/mp3/480-Orson_Skott_Kard-Pevchaja_ptica_Mikala.mp3"
"167kbps","Joint stereo","12071","VBR","1006","112193816","http://mds.datagrad.ru/download/cothuk/mp3/480-Orson_Skott_Kard-Pevchaja_ptica_Mikala.mp3"
"167kbps","Joint stereo","985","VBR","1006","112193816","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/480-Orson_Skott_Kard-Pevchaja_ptica_Mikala.mp3"
"167kbps","Joint stereo","14351","VBR","1006","112193816","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/480-Orson_Skott_Kard-Pevchaja_ptica_Mikala.mp3"
"183kbps","Joint stereo","14356","VBR","1008","90795989","http://mds.mds-club.ru/kallisto/2005-12-06-1-Djery_Olshen-Tak_uj_mi_ustroeni.mp3"
"183kbps","Joint stereo","988","VBR","1008","90795989","http://mds.kallisto.ru/kallisto/2005-12-06-1-Djery_Olshen-Tak_uj_mi_ustroeni.mp3"
"183kbps","Joint stereo","12073","VBR","1008","90795989","http://mds.datagrad.ru/download/kallisto/2005-12-06-1-Djery_Olshen-Tak_uj_mi_ustroeni.mp3"
"183kbps","Joint stereo","987","VBR","1008","90795989","ftp://mds:mds@mds.kallisto.ru/kallisto/2005-12-06-1-Djery_Olshen-Tak_uj_mi_ustroeni.mp3"
"183kbps","Joint stereo","14355","VBR","1008","90795989","ftp://mds:mds@ftp.mds-club.ru/kallisto/2005-12-06-1-Djery_Olshen-Tak_uj_mi_ustroeni.mp3"
"181kbps","Joint stereo","14354","VBR","1009","33621756","http://mds.mds-club.ru/kallisto/2005-12-06-2-Oul_Goinbek-Kray_chudes.mp3"
"181kbps","Joint stereo","990","VBR","1009","33621756","http://mds.kallisto.ru/kallisto/2005-12-06-2-Oul_Goinbek-Kray_chudes.mp3"
"181kbps","Joint stereo","12072","VBR","1009","33621756","http://mds.datagrad.ru/download/kallisto/2005-12-06-2-Oul_Goinbek-Kray_chudes.mp3"
